trip_id,stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
cf5f5301-c74b-4f0c-88aa-06cbfbbc03ce,1,W3L,18:05:00,18:05:00,,,,,,344.23931159071026,0
2a4c1023-682d-48f4-a733-a28cbb0c0aff,0,W3R,18:20:00,18:20:00,,,,,,0,0
2a4c1023-682d-48f4-a733-a28cbb0c0aff,1,W3L,18:25:00,18:25:00,,,,,,344.23931159071026,0
39c82d1e-1dc2-407f-b997-930b2e3512da,0,W3R,19:00:00,19:00:00,,,,,,0,0
39c82d1e-1dc2-407f-b997-930b2e3512da,1,W3L,19:05:00,19:05:00,,,,,,344.23931159071026,0
81e9adfb-dacd-4c66-83a9-778525919502,0,W3R,20:00:00,20:00:00,,,,,,0,0
81e9adfb-dacd-4c66-83a9-778525919502,1,W3L,20:05:00,20:05:00,,,,,,344.23931159071026,0
6b3c113f-5e97-4a75-afcf-7f2fbf6e7e4d,0,W3R,15:15:00,15:15:00,,,,,,0,0
6b3c113f-5e97-4a75-afcf-7f2fbf6e7e4d,1,W3L,15:20:00,15:20:00,,,,,,344.23931159071026,0
0e16df85-95d6-4d4c-b81d-7bf2a432ebae,0,W3R,17:30:00,17:30:00,,,,,,0,0
0e16df85-95d6-4d4c-b81d-7bf2a432ebae,1,W3L,17:35:00,17:35:00,,,,,,344.23931159071026,0
00940223-e4c7-40c3-9c39-e929f7e6cf68,0,W3L,09:50:00,09:50:00,,,,,,0,0
00940223-e4c7-40c3-9c39-e929f7e6cf68,1,W3R,09:55:00,09:55:00,,,,,,344.23931159071026,0
282dff9e-0016-434b-96bc-02d10f12fa60,0,W3L,12:30:00,12:30:00,,,,,,0,0
282dff9e-0016-434b-96bc-02d10f12fa60,1,W3R,12:35:00,12:35:00,,,,,,344.23931159071026,0
e381bf7d-c530-465d-b124-b43aba304df9,0,W3L,14:20:00,14:20:00,,,,,,0,0
e381bf7d-c530-465d-b124-b43aba304df9,1,W3R,14:25:00,14:25:00,,,,,,344.23931159071026,0
66981cb6-28e9-4725-8cd7-e3f6320fcf74,0,W3L,15:40:00,15:40:00,,,,,,0,0
66981cb6-28e9-4725-8cd7-e3f6320fcf74,1,W3R,15:45:00,15:45:00,,,,,,344.23931159071026,0
01e43802-60b4-4741-8612-8052feeb4c02,0,W3L,15:20:00,15:20:00,,,,,,0,0
01e43802-60b4-4741-8612-8052feeb4c02,1,W3R,15:25:00,15:25:00,,,,,,344.23931159071026,0
97cfecde-4664-42a1-af62-131391b99c0c,0,W3L,17:10:00,17:10:00,,,,,,0,0
97cfecde-4664-42a1-af62-131391b99c0c,1,W3R,17:15:00,17:15:00,,,,,,344.23931159071026,0
76f6826e-5251-44b2-a4be-67e153f0e4c5,0,W2R,20:00:00,20:00:00,,0,1,,,0,0
76f6826e-5251-44b2-a4be-67e153f0e4c5,1,W2L,20:05:00,20:05:00,,1,0,,,303.09863780647584,0
14afc80c-ddb9-456b-8724-f4a1dc4379f8,0,W2R,12:45:00,12:45:00,,0,1,,,0,0
14afc80c-ddb9-456b-8724-f4a1dc4379f8,1,W2L,12:50:00,12:50:00,,1,0,,,303.09863780647584,0
e19bbb5f-1d97-4879-ad46-d32a678b35c6,0,W2R,15:45:00,15:45:00,,0,1,,,0,0
e19bbb5f-1d97-4879-ad46-d32a678b35c6,1,W2L,15:50:00,15:50:00,,1,0,,,303.09863780647584,0
2d96a211-0f86-4be7-80b9-b1d2633e2de9,0,W3L,18:10:00,18:10:00,,,,,,0,0
2d96a211-0f86-4be7-80b9-b1d2633e2de9,1,W3R,18:15:00,18:15:00,,,,,,344.23931159071026,0
45674251-1073-4bcf-9f7c-1677cd67955b,0,W3L,19:50:00,19:50:00,,,,,,0,0
45674251-1073-4bcf-9f7c-1677cd67955b,1,W3R,19:55:00,19:55:00,,,,,,344.23931159071026,0
201161c8-92bc-4940-9728-7dafb326a1ae,0,W3L,14:30:00,14:30:00,,,,,,0,0
201161c8-92bc-4940-9728-7dafb326a1ae,1,W3R,14:35:00,14:35:00,,,,,,344.23931159071026,0
7599ea65-6b7c-4a17-9948-4edc88fd6757,0,W3L,16:15:00,16:15:00,,,,,,0,0
7599ea65-6b7c-4a17-9948-4edc88fd6757,1,W3R,16:20:00,16:20:00,,,,,,344.23931159071026,0
1dca1d41-e1a0-4907-9521-d7056cbaa138,0,W3R,12:00:00,12:00:00,,,,,,0,0
1dca1d41-e1a0-4907-9521-d7056cbaa138,1,W3L,12:05:00,12:05:00,,,,,,344.23931159071026,0
fbe010f0-1f68-4b36-9a52-862719cdcfe4,0,W3R,11:20:00,11:20:00,,,,,,0,0
fbe010f0-1f68-4b36-9a52-862719cdcfe4,1,W3L,11:25:00,11:25:00,,,,,,344.23931159071026,0
4a8d80c7-1ad4-45a6-a6f4-e959d766aca5,0,W3R,13:30:00,13:30:00,,,,,,0,0
4a8d80c7-1ad4-45a6-a6f4-e959d766aca5,1,W3L,13:35:00,13:35:00,,,,,,344.23931159071026,0
5ffbbc0e-11d0-4521-b5e7-de2d9c6ad1b9,0,W3R,14:10:00,14:10:00,,,,,,0,0
5ffbbc0e-11d0-4521-b5e7-de2d9c6ad1b9,1,W3L,14:15:00,14:15:00,,,,,,344.23931159071026,0
b0556a03-e642-44ae-9bfb-10776a548495,0,W3R,15:50:00,15:50:00,,,,,,0,0
b0556a03-e642-44ae-9bfb-10776a548495,1,W3L,15:55:00,15:55:00,,,,,,344.23931159071026,0
60bfe92b-810e-4151-83ab-07ec3e4f75a4,0,W3R,17:40:00,17:40:00,,,,,,0,0
60bfe92b-810e-4151-83ab-07ec3e4f75a4,1,W3L,17:45:00,17:45:00,,,,,,344.23931159071026,0
76ba375f-f2eb-480a-a04d-6a52e83e62ad,0,W3R,18:40:00,18:40:00,,,,,,0,0
76ba375f-f2eb-480a-a04d-6a52e83e62ad,1,W3L,18:45:00,18:45:00,,,,,,344.23931159071026,0
f089e455-feba-4b90-aa83-9d5433845e88,0,W3R,19:20:00,19:20:00,,,,,,0,0
f089e455-feba-4b90-aa83-9d5433845e88,1,W3L,19:25:00,19:25:00,,,,,,344.23931159071026,0
13be3509-b91a-49a2-a983-5452970a266b,0,W3R,14:45:00,14:45:00,,,,,,0,0
13be3509-b91a-49a2-a983-5452970a266b,1,W3L,14:50:00,14:50:00,,,,,,344.23931159071026,0
7dda4eb9-cadb-4063-a56a-14b9bfa4f657,0,W3R,17:00:00,17:00:00,,,,,,0,0
7dda4eb9-cadb-4063-a56a-14b9bfa4f657,1,W3L,17:05:00,17:05:00,,,,,,344.23931159071026,0
95cf005b-6c0d-4bab-9615-59bb9e8298ee,0,W3L,11:10:00,11:10:00,,,,,,0,0
95cf005b-6c0d-4bab-9615-59bb9e8298ee,1,W3R,11:15:00,11:15:00,,,,,,344.23931159071026,0
24ea50b0-3cef-4542-ab57-d943684c529f,0,W3L,12:10:00,12:10:00,,,,,,0,0
24ea50b0-3cef-4542-ab57-d943684c529f,1,W3R,12:15:00,12:15:00,,,,,,344.23931159071026,0
1cf5c9ed-b4a7-4227-9feb-56295b23644d,0,W3L,14:00:00,14:00:00,,,,,,0,0
1cf5c9ed-b4a7-4227-9feb-56295b23644d,1,W3R,14:05:00,14:05:00,,,,,,344.23931159071026,0
256d5c56-de45-45ae-91c3-852472d18173,0,W3L,17:30:00,17:30:00,,,,,,0,0
256d5c56-de45-45ae-91c3-852472d18173,1,W3R,17:35:00,17:35:00,,,,,,344.23931159071026,0
596fe667-b9bc-4283-a77e-d732fd3411de,0,W3L,17:50:00,17:50:00,,,,,,0,0
596fe667-b9bc-4283-a77e-d732fd3411de,1,W3R,17:55:00,17:55:00,,,,,,344.23931159071026,0
86a3bf9f-0c67-4b9c-ad3d-760d09dde763,0,W3L,19:10:00,19:10:00,,,,,,0,0
86a3bf9f-0c67-4b9c-ad3d-760d09dde763,1,W3R,19:15:00,19:15:00,,,,,,344.23931159071026,0
5da7d58e-919d-43b2-a6f1-3d93c1e9dce3,0,W2R,14:15:00,14:15:00,,0,1,,,0,0
5da7d58e-919d-43b2-a6f1-3d93c1e9dce3,1,W2L,14:20:00,14:20:00,,1,0,,,303.09863780647584,0
6b80bc80-71ca-4546-a19c-83254c148815,0,W2R,17:30:00,17:30:00,,0,1,,,0,0
6b80bc80-71ca-4546-a19c-83254c148815,1,W2L,17:35:00,17:35:00,,1,0,,,303.09863780647584,0
e3f256df-49ed-49eb-8550-31f75807242e,0,W2R,19:00:00,19:00:00,,0,1,,,0,0
e3f256df-49ed-49eb-8550-31f75807242e,1,W2L,19:05:00,19:05:00,,1,0,,,303.09863780647584,0
a4373c34-c455-4aaa-94de-206a2c1dbd83,0,W3L,13:30:00,13:30:00,,,,,,0,0
a4373c34-c455-4aaa-94de-206a2c1dbd83,1,W3R,13:35:00,13:35:00,,,,,,344.23931159071026,0
b9b00308-a2d5-4f1a-9cf8-00a53ec3c512,0,W3L,16:45:00,16:45:00,,,,,,0,0
b9b00308-a2d5-4f1a-9cf8-00a53ec3c512,1,W3R,16:50:00,16:50:00,,,,,,344.23931159071026,0
4c76750f-9c30-40c3-91af-661b3db25caf,0,W3R,10:20:00,10:20:00,,,,,,0,0
4c76750f-9c30-40c3-91af-661b3db25caf,1,W3L,10:25:00,10:25:00,,,,,,344.23931159071026,0
16db5d6e-9387-4b42-a2b4-8e934ef3a90b,0,W3R,10:40:00,10:40:00,,,,,,0,0
16db5d6e-9387-4b42-a2b4-8e934ef3a90b,1,W3L,10:45:00,10:45:00,,,,,,344.23931159071026,0
91ffcdc6-f60c-4179-9715-aba1913e2db5,0,W3R,14:30:00,14:30:00,,,,,,0,0
91ffcdc6-f60c-4179-9715-aba1913e2db5,1,W3L,14:35:00,14:35:00,,,,,,344.23931159071026,0
e9c9204c-fdea-4027-80da-dba63897fa6c,0,W3R,15:10:00,15:10:00,,,,,,0,0
e9c9204c-fdea-4027-80da-dba63897fa6c,1,W3L,15:15:00,15:15:00,,,,,,344.23931159071026,0
6b618cfa-34c1-4fec-841c-13438fd121b2,0,W3R,17:20:00,17:20:00,,,,,,0,0
6b618cfa-34c1-4fec-841c-13438fd121b2,1,W3L,17:25:00,17:25:00,,,,,,344.23931159071026,0
a5a5f320-15b6-4d9a-8643-7d11989eea96,0,W3R,19:00:00,19:00:00,,,,,,0,0
a5a5f320-15b6-4d9a-8643-7d11989eea96,1,W3L,19:05:00,19:05:00,,,,,,344.23931159071026,0
2c670663-f098-476c-8fdd-35aac9252c1f,0,W3L,10:30:00,10:30:00,,,,,,0,0
2c670663-f098-476c-8fdd-35aac9252c1f,1,W3R,10:35:00,10:35:00,,,,,,344.23931159071026,0
17795bb6-253c-45cd-868f-0f5730c3803e,0,W3L,11:50:00,11:50:00,,,,,,0,0
17795bb6-253c-45cd-868f-0f5730c3803e,1,W3R,11:55:00,11:55:00,,,,,,344.23931159071026,0
10491c7e-75b9-455d-8db0-ca5248f5e1b6,0,W3L,15:00:00,15:00:00,,,,,,0,0
10491c7e-75b9-455d-8db0-ca5248f5e1b6,1,W3R,15:05:00,15:05:00,,,,,,344.23931159071026,0
3f51c74d-cf53-448e-bc2e-aaaff8377717,0,W3L,16:00:00,16:00:00,,,,,,0,0
3f51c74d-cf53-448e-bc2e-aaaff8377717,1,W3R,16:05:00,16:05:00,,,,,,344.23931159071026,0
df7b0173-f142-41fe-8a82-f2f6b6b46507,0,W3L,18:50:00,18:50:00,,,,,,0,0
df7b0173-f142-41fe-8a82-f2f6b6b46507,1,W3R,18:55:00,18:55:00,,,,,,344.23931159071026,0
4ef0954f-38f9-4107-b605-d01d616295ba,0,W3L,14:00:00,14:00:00,,,,,,0,0
4ef0954f-38f9-4107-b605-d01d616295ba,1,W3R,14:05:00,14:05:00,,,,,,344.23931159071026,0
a898bdfa-cb59-456d-b880-5fddc944cbf4,0,W2R,13:45:00,13:45:00,,0,1,,,0,0
a898bdfa-cb59-456d-b880-5fddc944cbf4,1,W2L,13:50:00,13:50:00,,1,0,,,303.09863780647584,0
9fa23f6c-4493-4eea-b824-4d32aafd478a,0,W2R,16:30:00,16:30:00,,0,1,,,0,0
9fa23f6c-4493-4eea-b824-4d32aafd478a,1,W2L,16:35:00,16:35:00,,1,0,,,303.09863780647584,0
e877d231-17fa-44e9-a170-f7aae026bcc3,0,W2R,19:30:00,19:30:00,,0,1,,,0,0
e877d231-17fa-44e9-a170-f7aae026bcc3,1,W2L,19:35:00,19:35:00,,1,0,,,303.09863780647584,0
17d9c9a4-6551-4edb-a8d5-a8ad67db676a,0,W3L,15:00:00,15:00:00,,,,,,0,0
17d9c9a4-6551-4edb-a8d5-a8ad67db676a,1,W3R,15:05:00,15:05:00,,,,,,344.23931159071026,0
c54f16eb-a565-4bff-a4f8-9973991c9a15,0,W3L,17:45:00,17:45:00,,,,,,0,0
c54f16eb-a565-4bff-a4f8-9973991c9a15,1,W3R,17:50:00,17:50:00,,,,,,344.23931159071026,0
9ed4842e-e565-4b55-b37a-fd3b05614bc0,0,W3R,10:00:00,10:00:00,,,,,,0,0
9ed4842e-e565-4b55-b37a-fd3b05614bc0,1,W3L,10:05:00,10:05:00,,,,,,344.23931159071026,0
0a9578ac-4d73-48d5-ba11-8323b5511688,0,W3R,11:00:00,11:00:00,,,,,,0,0
0a9578ac-4d73-48d5-ba11-8323b5511688,1,W3L,11:05:00,11:05:00,,,,,,344.23931159071026,0
e3bc25ae-66ee-42d4-8e0a-3febcd578a16,0,W3R,13:50:00,13:50:00,,,,,,0,0
e3bc25ae-66ee-42d4-8e0a-3febcd578a16,1,W3L,13:55:00,13:55:00,,,,,,344.23931159071026,0
de11aa88-60b9-421b-ac4b-c866e2e1fcff,0,W3R,16:40:00,16:40:00,,,,,,0,0
de11aa88-60b9-421b-ac4b-c866e2e1fcff,1,W3L,16:45:00,16:45:00,,,,,,344.23931159071026,0
bf9deccb-7d76-44e8-9310-f300a822d6a9,0,W3R,17:00:00,17:00:00,,,,,,0,0
bf9deccb-7d76-44e8-9310-f300a822d6a9,1,W3L,17:05:00,17:05:00,,,,,,344.23931159071026,0
17dc8ef0-e684-4d72-b2f1-da918255b1b4,0,W3R,19:40:00,19:40:00,,,,,,0,0
17dc8ef0-e684-4d72-b2f1-da918255b1b4,1,W3L,19:45:00,19:45:00,,,,,,344.23931159071026,0
f7b7d454-5982-4c1a-a967-76fd31b04cd7,0,W3R,18:00:00,18:00:00,,,,,,0,0
f7b7d454-5982-4c1a-a967-76fd31b04cd7,1,W3L,18:05:00,18:05:00,,,,,,344.23931159071026,0
e8d52f1e-7291-4ee2-b005-13e0ce360c2d,0,W3L,10:50:00,10:50:00,,,,,,0,0
e8d52f1e-7291-4ee2-b005-13e0ce360c2d,1,W3R,10:55:00,10:55:00,,,,,,344.23931159071026,0
6b3c50a8-bd5a-490d-b260-79f964c2cda0,0,W3L,15:30:00,15:30:00,,,,,,0,0
6b3c50a8-bd5a-490d-b260-79f964c2cda0,1,W3R,15:35:00,15:35:00,,,,,,344.23931159071026,0
96bdc951-9194-4988-a042-0655094af526,0,W3R,12:45:00,12:45:00,,,,,,0,0
96bdc951-9194-4988-a042-0655094af526,1,W3L,12:50:00,12:50:00,,,,,,344.23931159071026,0
ad87f6af-cde2-4597-9bfb-3c6e0f53f5cc,0,W3R,14:15:00,14:15:00,,,,,,0,0
ad87f6af-cde2-4597-9bfb-3c6e0f53f5cc,1,W3L,14:20:00,14:20:00,,,,,,344.23931159071026,0
bbd3e7a6-72d5-455b-bec5-271341cd11e4,0,W3R,16:30:00,16:30:00,,,,,,0,0
bbd3e7a6-72d5-455b-bec5-271341cd11e4,1,W3L,16:35:00,16:35:00,,,,,,344.23931159071026,0
5df93770-3ffe-41e9-a337-bd4d424638a6,0,W2R,14:50:00,14:50:00,,0,1,,,0,0
5df93770-3ffe-41e9-a337-bd4d424638a6,1,W2L,14:55:00,14:55:00,,1,0,,,303.09863780647584,0
7ce0d0d6-77d0-42b5-904a-e272ed53359e,0,W2R,17:20:00,17:20:00,,0,1,,,0,0
7ce0d0d6-77d0-42b5-904a-e272ed53359e,1,W2L,17:25:00,17:25:00,,1,0,,,303.09863780647584,0
098f46b6-e5f5-4551-bd97-fc9d7669c238,0,W2R,17:00:00,17:00:00,,0,1,,,0,0
098f46b6-e5f5-4551-bd97-fc9d7669c238,1,W2L,17:05:00,17:05:00,,1,0,,,303.09863780647584,0
453785e2-8b2b-41eb-9ffa-b3db7d61d203,0,W2R,16:40:00,16:40:00,,0,1,,,0,0
453785e2-8b2b-41eb-9ffa-b3db7d61d203,1,W2L,16:45:00,16:45:00,,1,0,,,303.09863780647584,0
face74fe-16d2-493d-b9b3-100d687f0cf6,0,W2R,17:40:00,17:40:00,,0,1,,,0,0
face74fe-16d2-493d-b9b3-100d687f0cf6,1,W2L,17:45:00,17:45:00,,1,0,,,303.09863780647584,0
58e83206-270f-4b3a-8ee0-3695694355f6,0,W2R,18:20:00,18:20:00,,0,1,,,0,0
58e83206-270f-4b3a-8ee0-3695694355f6,1,W2L,18:25:00,18:25:00,,1,0,,,303.09863780647584,0
2008b221-3410-4da1-a822-6184f2ff20db,0,W2R,18:40:00,18:40:00,,0,1,,,0,0
2008b221-3410-4da1-a822-6184f2ff20db,1,W2L,18:45:00,18:45:00,,1,0,,,303.09863780647584,0
2f0946af-a6fd-4c96-929e-ae2b4bb2d717,0,W2R,19:00:00,19:00:00,,0,1,,,0,0
2f0946af-a6fd-4c96-929e-ae2b4bb2d717,1,W2L,19:05:00,19:05:00,,1,0,,,303.09863780647584,0
82c66d3f-0af1-422c-b558-654b98ade5eb,0,W2R,19:40:00,19:40:00,,0,1,,,0,0
82c66d3f-0af1-422c-b558-654b98ade5eb,1,W2L,19:45:00,19:45:00,,1,0,,,303.09863780647584,0
5523cac9-a492-44d7-a08a-51255ca84e38,0,W2R,14:45:00,14:45:00,,0,1,,,0,0
5523cac9-a492-44d7-a08a-51255ca84e38,1,W2L,14:50:00,14:50:00,,1,0,,,303.09863780647584,0
6c14d522-7b07-40b9-a3e7-7b488c950af5,0,W2R,15:15:00,15:15:00,,0,1,,,0,0
6c14d522-7b07-40b9-a3e7-7b488c950af5,1,W2L,15:20:00,15:20:00,,1,0,,,303.09863780647584,0
d60118a9-6223-42dd-aa9e-ef0a2634b4d6,0,W2R,18:30:00,18:30:00,,0,1,,,0,0
d60118a9-6223-42dd-aa9e-ef0a2634b4d6,1,W2L,18:35:00,18:35:00,,1,0,,,303.09863780647584,0
32ebee62-d01c-450c-80e9-e8beea27177f,0,W2R,18:00:00,18:00:00,,0,1,,,0,0
32ebee62-d01c-450c-80e9-e8beea27177f,1,W2L,18:05:00,18:05:00,,1,0,,,303.09863780647584,0
04ca15d8-449a-441c-9546-1bce5a28f18d,0,W2L,09:30:00,09:30:00,,0,1,,,0,0
04ca15d8-449a-441c-9546-1bce5a28f18d,1,W2R,09:35:00,09:35:00,,1,0,,,301.1997373744214,0
816b2a0d-ff74-442b-a9fe-788e54984ebf,0,W2L,10:10:00,10:10:00,,0,1,,,0,0
816b2a0d-ff74-442b-a9fe-788e54984ebf,1,W2R,10:15:00,10:15:00,,1,0,,,301.1997373744214,0
f55c7a63-1dba-49bc-9380-144860b5c207,0,W2L,09:50:00,09:50:00,,0,1,,,0,0
f55c7a63-1dba-49bc-9380-144860b5c207,1,W2R,09:55:00,09:55:00,,1,0,,,301.1997373744214,0
a1561b10-1258-4015-b492-9636d13cf5b3,0,W2L,11:10:00,11:10:00,,0,1,,,0,0
a1561b10-1258-4015-b492-9636d13cf5b3,1,W2R,11:15:00,11:15:00,,1,0,,,301.1997373744214,0
d181e5a3-5dd4-4044-b7c3-7841cb9bac10,0,W2L,10:30:00,10:30:00,,0,1,,,0,0
d181e5a3-5dd4-4044-b7c3-7841cb9bac10,1,W2R,10:35:00,10:35:00,,1,0,,,301.1997373744214,0
b46c1972-da60-4da8-aa04-c7cfd1260176,0,W2L,10:50:00,10:50:00,,0,1,,,0,0
b46c1972-da60-4da8-aa04-c7cfd1260176,1,W2R,10:55:00,10:55:00,,1,0,,,301.1997373744214,0
fedf465b-6661-4554-8333-59836867a643,0,W2L,11:30:00,11:30:00,,0,1,,,0,0
fedf465b-6661-4554-8333-59836867a643,1,W2R,11:35:00,11:35:00,,1,0,,,301.1997373744214,0
5d8ae4da-dc20-49d6-8a92-2b5e1fd25384,0,W2L,12:30:00,12:30:00,,0,1,,,0,0
5d8ae4da-dc20-49d6-8a92-2b5e1fd25384,1,W2R,12:35:00,12:35:00,,1,0,,,301.1997373744214,0
7201bdcc-4a6f-42fd-8550-2a3208317ce4,0,W3L,11:30:00,11:30:00,,,,,,0,0
7201bdcc-4a6f-42fd-8550-2a3208317ce4,1,W3R,11:35:00,11:35:00,,,,,,344.23931159071026,0
0ff0b8dc-e561-4f5f-9f93-32fb1c2b675d,0,W3L,18:15:00,18:15:00,,,,,,0,0
0ff0b8dc-e561-4f5f-9f93-32fb1c2b675d,1,W3R,18:20:00,18:20:00,,,,,,344.23931159071026,0
b127bfcf-afe9-4808-a77b-a2c259cc553d,0,W3R,13:15:00,13:15:00,,,,,,0,0
b127bfcf-afe9-4808-a77b-a2c259cc553d,1,W3L,13:20:00,13:20:00,,,,,,344.23931159071026,0
009c081c-b284-4d1d-bbb6-d56e9be4e9ab,0,W3R,19:30:00,19:30:00,,,,,,0,0
009c081c-b284-4d1d-bbb6-d56e9be4e9ab,1,W3L,19:35:00,19:35:00,,,,,,344.23931159071026,0
e65fd705-fab1-4af0-8d42-63022428ec06,0,W2L,11:50:00,11:50:00,,0,1,,,0,0
e65fd705-fab1-4af0-8d42-63022428ec06,1,W2R,11:55:00,11:55:00,,1,0,,,301.1997373744214,0
5729259b-925c-47b6-adb8-bce4bc33a0a6,0,W2L,12:50:00,12:50:00,,0,1,,,0,0
5729259b-925c-47b6-adb8-bce4bc33a0a6,1,W2R,12:55:00,12:55:00,,1,0,,,301.1997373744214,0
e90ba025-d0be-4401-a19d-eb5d16be52ae,0,W2L,12:10:00,12:10:00,,0,1,,,0,0
e90ba025-d0be-4401-a19d-eb5d16be52ae,1,W2R,12:15:00,12:15:00,,1,0,,,301.1997373744214,0
3a0f6fdd-9156-4485-ad13-cf45e8bb0906,0,W2L,13:40:00,13:40:00,,0,1,,,0,0
3a0f6fdd-9156-4485-ad13-cf45e8bb0906,1,W2R,13:45:00,13:45:00,,1,0,,,301.1997373744214,0
f14f7ff4-449f-4f08-b153-5322e1c4f477,0,W2L,13:20:00,13:20:00,,0,1,,,0,0
f14f7ff4-449f-4f08-b153-5322e1c4f477,1,W2R,13:25:00,13:25:00,,1,0,,,301.1997373744214,0
593f5d55-caff-4400-b949-1ad33f4b18cb,0,W2L,14:40:00,14:40:00,,0,1,,,0,0
593f5d55-caff-4400-b949-1ad33f4b18cb,1,W2R,14:45:00,14:45:00,,1,0,,,301.1997373744214,0
99b89827-1dad-4199-bf13-8ab14a845faf,0,W2L,14:00:00,14:00:00,,0,1,,,0,0
99b89827-1dad-4199-bf13-8ab14a845faf,1,W2R,14:05:00,14:05:00,,1,0,,,301.1997373744214,0
d73bcd5f-a750-4b85-8f71-78661a69b125,0,W2L,14:20:00,14:20:00,,0,1,,,0,0
d73bcd5f-a750-4b85-8f71-78661a69b125,1,W2R,14:25:00,14:25:00,,1,0,,,301.1997373744214,0
8e373986-9196-4871-a86a-ffd248e9723a,0,W2L,15:00:00,15:00:00,,0,1,,,0,0
8e373986-9196-4871-a86a-ffd248e9723a,1,W2R,15:05:00,15:05:00,,1,0,,,301.1997373744214,0
3d2c5998-f48e-4fd6-8a9c-cf5615303ec9,0,W2L,15:20:00,15:20:00,,0,1,,,0,0
3d2c5998-f48e-4fd6-8a9c-cf5615303ec9,1,W2R,15:25:00,15:25:00,,1,0,,,301.1997373744214,0
773c5d24-8e33-42dc-92e1-57cc353890b9,0,W2L,15:40:00,15:40:00,,0,1,,,0,0
773c5d24-8e33-42dc-92e1-57cc353890b9,1,W2R,15:45:00,15:45:00,,1,0,,,301.1997373744214,0
0fa2e22e-19ff-40f8-9882-c4a6f38425ea,0,W2L,17:30:00,17:30:00,,0,1,,,0,0
0fa2e22e-19ff-40f8-9882-c4a6f38425ea,1,W2R,17:35:00,17:35:00,,1,0,,,301.1997373744214,0
09fda6f9-f221-4d65-83a9-3f896903e50e,0,W2L,16:00:00,16:00:00,,0,1,,,0,0
09fda6f9-f221-4d65-83a9-3f896903e50e,1,W2R,16:05:00,16:05:00,,1,0,,,301.1997373744214,0
ed670aa4-ec30-45ed-90ca-f0e451e14d8e,0,W2L,16:50:00,16:50:00,,0,1,,,0,0
ed670aa4-ec30-45ed-90ca-f0e451e14d8e,1,W2R,16:55:00,16:55:00,,1,0,,,301.1997373744214,0
c5be6bc1-b062-4905-9f44-a19072accf9c,0,W2L,17:10:00,17:10:00,,0,1,,,0,0
c5be6bc1-b062-4905-9f44-a19072accf9c,1,W2R,17:15:00,17:15:00,,1,0,,,301.1997373744214,0
d6892264-6c0c-4eb0-a119-70c5c3d0b3e7,0,W2L,17:50:00,17:50:00,,0,1,,,0,0
d6892264-6c0c-4eb0-a119-70c5c3d0b3e7,1,W2R,17:55:00,17:55:00,,1,0,,,301.1997373744214,0
edb74d33-d6ff-4a54-987b-0d0d887c7d61,0,W2L,18:10:00,18:10:00,,0,1,,,0,0
edb74d33-d6ff-4a54-987b-0d0d887c7d61,1,W2R,18:15:00,18:15:00,,1,0,,,301.1997373744214,0
61df2ba6-a549-4418-a6cf-1b1bb2f6a56a,0,W2L,18:50:00,18:50:00,,0,1,,,0,0
61df2ba6-a549-4418-a6cf-1b1bb2f6a56a,1,W2R,18:55:00,18:55:00,,1,0,,,301.1997373744214,0
4fd903f6-6257-4795-b02b-dc03a9a14065,0,W2L,18:30:00,18:30:00,,0,1,,,0,0
4fd903f6-6257-4795-b02b-dc03a9a14065,1,W2R,18:35:00,18:35:00,,1,0,,,301.1997373744214,0
32d1121c-ab21-470b-bda1-ce18a43d9262,0,W2L,19:10:00,19:10:00,,0,1,,,0,0
32d1121c-ab21-470b-bda1-ce18a43d9262,1,W2R,19:15:00,19:15:00,,1,0,,,301.1997373744214,0
